family,redirect_24_limit,redirect_48_limit,redirect_48_over_24,fixed_alternation_48_limit,redirect_48_vs_fixed_alternation_48
Newton,38.09428588705192,4862.462362330365,127.64282750298503,4862.462362330365,1.0
LineSearch,38.09428588705192,4862.462362330365,127.64282750298503,4862.462362330365,1.0
Aitken,81.91917815098697,37462.05401818097,457.3050519273261,103982.2599791702,0.3602735122864746
Anderson,2.299316489133852,136.4801276068984,59.35682549656755,2.299316489133852,59.35682549656755
Broyden,13.724362174573288,176.16163665149853,12.835688421125163,4862.462362330365,0.036228894647335017
PseudoTransient,38.09428588705192,4862.462362330365,127.64282750298503,3767.162341977161,1.2907493547990676
NRII,8.237744862210326,227.38051884826945,27.60227740134931,38.09428588705192,5.968887814892866
